user_id,query_type,timestamp,latency_sec,retrieval_score,error_flag,rolling_score,degradation_flag,latency_anomaly,health_score
user_191,engineering,2025-01-01 03:00:00,1.19,0.768,0,0.7478400000000001,0,0,0.781584236453202
user_264,engineering,2025-01-01 03:02:00,1.474,0.72,0,0.7482000000000001,0,0,0.7324053483462349
user_61,finance,2025-01-01 03:04:00,1.613,0.872,0,0.75434,0,0,0.7785325826882477
user_115,support,2025-01-01 03:06:00,1.853,0.753,0,0.75384,0,0,0.7055983110485573
user_173,support,2025-01-01 03:08:00,1.362,0.73,0,0.7511,0,0,0.7482280084447572
user_283,finance,2025-01-01 03:10:00,0.791,1.0,0,0.7552,0,0,0.9165024630541871
user_112,support,2025-01-01 03:12:00,1.779,0.869,0,0.75688,0,0,0.7598097114707952
user_36,support,2025-01-01 03:14:00,1.194,0.615,0,0.7563200000000001,0,0,0.7199619985925405
user_117,support,2025-01-01 03:16:00,1.688,0.728,0,0.75446,0,0,0.7130156228008445
user_16,hr,2025-01-01 03:18:00,1.406,0.665,0,0.7504000000000001,0,0,0.7175833919774806
user_36,sales,2025-01-01 03:20:00,1.322,0.674,0,0.74764,0,0,0.7300503870513723
user_121,hr,2025-01-01 03:22:00,0.964,0.785,0,0.7505999999999999,0,0,0.8122406755805771
user_248,finance,2025-01-01 03:24:00,0.476,0.539,0,0.74536,0,0,0.7653536945812808
user_276,finance,2025-01-01 03:26:00,0.841,0.718,0,0.74036,0,0,0.7984244897959183
user_292,sales,2025-01-01 03:28:00,1.629,0.726,0,0.7424600000000001,0,0,0.7184436312456017
user_242,finance,2025-01-01 03:30:00,1.191,0.707,0,0.74016,0,0,0.7570786769880367
user_242,engineering,2025-01-01 03:32:00,1.361,0.626,0,0.73554,0,0,0.7067335679099227
user_97,support,2025-01-01 03:34:00,1.146,0.81,0,0.73696,0,0,0.8030288529204785
user_49,engineering,2025-01-01 03:36:00,1.312,0.752,0,0.74154,0,0,0.762305981703026
user_181,engineering,2025-01-01 03:38:00,1.212,0.825,0,0.74678,0,0,0.8020619282195638
user_210,engineering,2025-01-01 03:40:00,2.277,0.635,0,0.74402,0,0,0.6136410978184377
user_27,support,2025-01-01 03:42:00,2.295,0.629,0,0.7450200000000001,0,0,0.6093410274454609
user_31,engineering,2025-01-01 03:44:00,0.138,0.671,0,0.74028,0,0,0.8538327938071781
user_173,support,2025-01-01 03:46:00,1.371,1.0,0,0.7437400000000001,0,0,0.8552779732582689
user_127,finance,2025-01-01 03:48:00,0.751,0.824,0,0.7402200000000001,0,0,0.8503248416608022
user_97,sales,2025-01-01 03:50:00,0.54,1.0,0,0.74326,0,0,0.9429978888106967
user_229,finance,2025-01-01 03:52:00,1.79,0.34,0,0.7357799999999999,0,0,0.5470485573539761
user_216,finance,2025-01-01 03:54:00,0.343,0.953,0,0.74544,0,0,0.9449931034482759
user_142,engineering,2025-01-01 03:56:00,1.143,0.936,0,0.7459,0,0,0.8537455313159747
user_127,support,2025-01-01 03:58:00,1.203,0.757,0,0.7439999999999999,0,0,0.7758119634060521
user_226,sales,2025-01-01 04:00:00,0.975,0.843,0,0.7478199999999999,0,0,0.834279521463758
user_50,support,2025-01-01 04:02:00,1.26,0.827,0,0.7487999999999999,0,0,0.7977950738916255
user_276,support,2025-01-01 04:04:00,0.433,0.942,0,0.75298,0,0,0.931092751583392
user_47,finance,2025-01-01 04:06:00,1.976,0.767,0,0.75072,0,0,0.698214496833216
user_85,engineering,2025-01-01 04:08:00,2.23,1.0,0,0.75768,0,0,0.7646023926812104
user_248,engineering,2025-01-01 04:10:00,1.523,0.955,0,0.75902,0,0,0.8212329345531315
user_109,engineering,2025-01-01 04:12:00,1.729,0.486,0,0.75064,0,0,0.611887684729064
user_30,finance,2025-01-01 04:14:00,1.065,0.858,0,0.75492,0,0,0.830779169598874
user_194,support,2025-01-01 04:16:00,2.014,0.543,0,0.74846,0,0,0.6046032371569319
user_199,hr,2025-01-01 04:18:00,0.348,0.742,0,0.7513799999999999,0,0,0.860065306122449
user_232,hr,2025-01-01 04:20:00,0.166,0.737,0,0.75542,0,0,0.8772771287825476
user_216,sales,2025-01-01 04:22:00,1.383,0.609,0,0.7569000000000001,0,0,0.6976112596762842
user_249,finance,2025-01-01 04:24:00,1.169,0.893,0,0.75838,0,0,0.8338009852216748
user_97,hr,2025-01-01 04:26:00,0.935,0.631,0,0.7571599999999999,0,0,0.7537019000703731
user_111,support,2025-01-01 04:28:00,1.146,0.595,0,0.75778,0,0,0.7170288529204785
user_296,sales,2025-01-01 04:30:00,2.182,0.755,0,0.7561199999999999,0,0,0.6716692470091485
user_31,hr,2025-01-01 04:32:00,0.85,0.782,0,0.7586200000000001,0,0,0.82307445460943
user_29,support,2025-01-01 04:34:00,1.144,0.717,0,0.75542,0,0,0.7660399718508093
user_299,engineering,2025-01-01 04:36:00,0.935,0.664,0,0.75278,0,0,0.766901900070373
user_257,sales,2025-01-01 04:38:00,0.442,0.955,0,0.7585599999999999,0,0,0.9353427163969037
user_80,support,2025-01-01 04:40:00,1.488,0.797,0,0.7591399999999999,0,0,0.7617275158339198
user_260,support,2025-01-01 04:42:00,1.136,0.607,0,0.7568799999999999,0,0,0.7228844475721323
user_95,support,2025-01-01 04:44:00,0.822,0.537,0,0.75018,0,0,0.7280301196340606
user_34,finance,2025-01-01 04:46:00,0.877,0.588,0,0.7468799999999999,0,0,0.7426243490499649
user_206,support,2025-01-01 04:48:00,2.044,0.882,0,0.74992,0,0,0.7370364532019704
user_291,finance,2025-01-01 04:50:00,1.239,0.621,0,0.74234,0,0,0.7176118226600985
user_296,sales,2025-01-01 04:52:00,0.681,0.721,0,0.73938,0,0,0.8165140042223786
user_20,sales,2025-01-01 04:54:00,1.663,1.0,0,0.74708,0,0,0.824454609429979
user_41,engineering,2025-01-01 04:56:00,0.501,0.834,0,0.7492,0,0,0.8807147079521465
user_298,sales,2025-01-01 04:58:00,0.875,0.677,0,0.74944,0,0,0.7784354679802956
user_267,hr,2025-01-01 05:00:00,1.224,0.625,0,0.74846,0,0,0.7207952146375791
user_133,finance,2025-01-01 05:02:00,1.081,0.614,0,0.74504,0,0,0.731490218156228
user_160,finance,2025-01-01 05:04:00,0.912,0.863,0,0.75152,0,0,0.8489297677691767
user_135,engineering,2025-01-01 05:06:00,1.25,0.863,0,0.75442,0,0,0.8132506685432794
user_67,hr,2025-01-01 05:08:00,0.869,0.836,0,0.75662,0,0,0.8426688247712879
user_234,hr,2025-01-01 05:10:00,0.386,0.757,0,0.75762,0,0,0.8620540464461648
user_37,support,2025-01-01 05:12:00,1.519,0.501,0,0.75512,0,0,0.6400551724137931
user_234,sales,2025-01-01 05:14:00,0.874,0.757,0,0.75406,0,0,0.810541027445461
user_288,support,2025-01-01 05:16:00,1.703,0.663,0,0.7522800000000001,0,0,0.6854322308233638
user_37,sales,2025-01-01 05:18:00,1.465,0.966,0,0.7551000000000001,0,0,0.8317553835327234
user_109,sales,2025-01-01 05:20:00,1.489,0.72,0,0.7568,0,0,0.7308219563687544
user_135,finance,2025-01-01 05:22:00,1.386,0.659,0,0.7574,0,0,0.7172945812807883
user_178,support,2025-01-01 05:24:00,1.243,0.727,0,0.7585199999999999,0,0,0.759589584799437
user_125,hr,2025-01-01 05:26:00,1.369,0.688,0,0.75228,0,0,0.7306890921885996
user_145,finance,2025-01-01 05:28:00,1.397,0.687,0,0.74954,0,0,0.7273334271639691
user_224,sales,2025-01-01 05:30:00,1.636,0.701,0,0.74356,0,0,0.707704714989444
user_154,sales,2025-01-01 05:32:00,0.181,0.599,0,0.7487400000000001,0,0,0.8204937368050669
user_270,support,2025-01-01 05:34:00,1.209,1.0,0,0.74968,0,0,0.8723786066150598
user_283,hr,2025-01-01 05:36:00,1.615,0.418,0,0.73932,0,0,0.596721463757917
user_53,finance,2025-01-01 05:38:00,0.461,0.922,0,0.7426200000000001,0,0,0.9201370865587615
user_135,support,2025-01-01 05:40:00,1.516,1.0,0,0.74576,0,0,0.8399718508092893
user_54,sales,2025-01-01 05:42:00,0.97,0.623,0,0.7416800000000001,0,0,0.7468073187895847
user_79,hr,2025-01-01 05:44:00,1.236,0.678,0,0.7364,0,0,0.7407285010555946
user_144,sales,2025-01-01 05:46:00,1.719,0.673,0,0.73452,0,0,0.6877432793807179
user_107,hr,2025-01-01 05:48:00,1.065,0.603,0,0.7265799999999999,0,0,0.7287791695988741
user_104,hr,2025-01-01 05:50:00,1.578,0.612,0,0.7197199999999999,0,0,0.6782271639690358
user_258,engineering,2025-01-01 05:52:00,1.407,1.0,0,0.73,0,0,0.8514778325123153
user_128,support,2025-01-01 05:54:00,0.311,0.974,0,0.73232,0,0,0.9567710063335679
user_47,engineering,2025-01-01 05:56:00,1.34,0.581,0,0.73308,0,0,0.6909503166783955
user_141,support,2025-01-01 05:58:00,1.255,0.859,0,0.73542,0,0,0.8111228712174525
user_1,hr,2025-01-01 06:00:00,0.805,0.821,0,0.7371,0,0,0.843424630541872
user_66,hr,2025-01-01 06:02:00,1.997,0.673,0,0.7383799999999999,0,0,0.6583977480647432
user_82,engineering,2025-01-01 06:04:00,0.705,0.366,0,0.7278399999999999,0,0,0.6719805770584095
user_282,engineering,2025-01-01 06:06:00,1.228,0.914,0,0.7335,0,0,0.8359729767769177
user_287,support,2025-01-01 06:08:00,1.121,0.686,1,0.73532,0,0,0.45606783954961294
user_57,support,2025-01-01 06:10:00,0.694,0.502,0,0.7302600000000001,0,0,0.7275417311752287
user_76,sales,2025-01-01 06:12:00,0.555,0.556,0,0.7257399999999999,0,0,0.7638144968332161
user_18,hr,2025-01-01 06:14:00,1.07,0.525,0,0.7219,0,0,0.6970513722730471
user_298,sales,2025-01-01 06:16:00,0.148,0.742,0,0.72346,0,0,0.8811771991555244
user_75,engineering,2025-01-01 06:18:00,2.124,0.919,0,0.72274,0,0,0.7433916959887403
user_65,support,2025-01-01 06:20:00,1.066,0.584,0,0.71848,0,0,0.7210736101337086
user_157,hr,2025-01-01 06:22:00,2.487,0.759,0,0.7215199999999998,0,0,0.6410736101337087
user_20,hr,2025-01-01 06:24:00,1.299,0.728,0,0.7253399999999999,0,0,0.7540782547501759
user_107,finance,2025-01-01 06:26:00,1.184,0.668,0,0.72694,0,0,0.7422175932441943
user_52,hr,2025-01-01 06:28:00,1.073,0.976,0,0.7288199999999999,0,0,0.877134693877551
user_286,engineering,2025-01-01 06:30:00,1.823,0.439,0,0.72518,0,0,0.5831650950035187
user_79,finance,2025-01-01 06:32:00,0.496,0.633,0,0.72342,0,0,0.8008425052779733
user_83,finance,2025-01-01 06:34:00,1.668,0.941,0,0.72224,0,0,0.800326812104152
user_211,support,2025-01-01 06:36:00,1.561,0.581,0,0.7171799999999999,0,0,0.6676216748768473
user_91,hr,2025-01-01 06:38:00,0.938,0.823,0,0.7201,0,0,0.8301852216748768
user_210,finance,2025-01-01 06:40:00,1.08,0.694,0,0.72148,0,0,0.7635957776213933
user_136,finance,2025-01-01 06:42:00,1.02,0.924,0,0.72768,0,0,0.861929345531316
user_55,engineering,2025-01-01 06:44:00,1.497,0.704,0,0.7245,0,0,0.7235774806474313
user_19,engineering,2025-01-01 06:46:00,1.363,0.562,0,0.71848,0,0,0.6809224489795919
user_113,finance,2025-01-01 06:48:00,0.939,0.907,0,0.7199000000000001,0,0,0.8636796622097116
user_235,hr,2025-01-01 06:50:00,0.422,0.841,0,0.7215799999999999,0,0,0.8918539057002111
user_156,finance,2025-01-01 06:52:00,0.159,1.0,0,0.7315600000000001,0,0,0.9832160450387051
user_114,support,2025-01-01 06:54:00,0.928,0.81,0,0.73262,0,0,0.8260408163265307
user_98,engineering,2025-01-01 06:56:00,1.257,0.773,1,0.73482,0,0,0.4765117522871218
user_168,hr,2025-01-01 06:58:00,1.354,0.493,0,0.7253599999999999,0,0,0.6542724841660802
user_35,hr,2025-01-01 07:00:00,1.285,0.361,0,0.7181799999999999,0,0,0.6087560872624912
user_179,sales,2025-01-01 07:02:00,0.93,0.633,0,0.71766,0,0,0.7550296973961999
user_204,sales,2025-01-01 07:04:00,1.298,0.603,0,0.71518,0,0,0.7041838142153414
user_169,support,2025-01-01 07:06:00,1.715,0.821,1,0.71784,0,0,0.44736551724137935
user_59,hr,2025-01-01 07:08:00,1.328,0.897,0,0.7220400000000001,0,0,0.8186170302603801
user_91,sales,2025-01-01 07:10:00,0.28,0.558,0,0.71918,0,0,0.7936433497536945
user_135,support,2025-01-01 07:12:00,1.459,0.641,0,0.72002,0,0,0.7023887403237157
user_55,sales,2025-01-01 07:14:00,0.894,0.539,0,0.7108,0,0,0.7212298381421534
user_222,hr,2025-01-01 07:16:00,0.712,0.908,0,0.7206,0,0,0.8880416608022519
user_160,engineering,2025-01-01 07:18:00,1.447,0.778,0,0.71772,0,0,0.7584554539057002
user_261,support,2025-01-01 07:20:00,0.912,0.768,0,0.71308,0,0,0.8109297677691767
user_197,sales,2025-01-01 07:22:00,1.775,0.645,0,0.7135199999999999,0,0,0.6706319493314568
user_97,hr,2025-01-01 07:24:00,1.183,1.0,0,0.7199599999999999,0,0,0.8751231527093597
user_22,engineering,2025-01-01 07:26:00,1.554,0.666,0,0.71982,0,0,0.7023605911330049
user_0,sales,2025-01-01 07:28:00,1.511,0.514,0,0.71804,0,0,0.6460996481351161
user_275,finance,2025-01-01 07:30:00,1.163,0.843,0,0.7226600000000001,0,0,0.8144343420126672
user_186,engineering,2025-01-01 07:32:00,1.39,0.842,0,0.7195,0,0,0.7900723434201267
user_35,hr,2025-01-01 07:34:00,1.617,0.819,0,0.7164,0,0,0.7569103448275862
user_160,support,2025-01-01 07:36:00,1.415,0.781,0,0.7204,0,0,0.7630333567909923
user_153,sales,2025-01-01 07:38:00,0.659,0.908,0,0.72138,0,0,0.8936363124560169
user_158,engineering,2025-01-01 07:40:00,1.18,0.852,0,0.722,0,0,0.8162398311048558
user_167,engineering,2025-01-01 07:42:00,1.669,0.673,0,0.722,0,0,0.6930212526389867
user_151,sales,2025-01-01 07:44:00,0.983,0.704,0,0.7287600000000001,0,0,0.777835045742435
user_65,finance,2025-01-01 07:46:00,1.828,0.616,0,0.7228,0,0,0.6534372976776918
user_215,engineering,2025-01-01 07:48:00,1.923,0.779,0,0.72466,0,0,0.708609148486981
user_89,sales,2025-01-01 07:50:00,1.334,0.883,1,0.7322799999999999,0,0,0.5123836734693877
user_291,hr,2025-01-01 07:52:00,1.241,0.91,0,0.7393599999999999,0,0,0.8330007037297678
user_207,sales,2025-01-01 07:54:00,0.941,0.961,0,0.7480800000000001,0,0,0.8850685432793808
user_0,hr,2025-01-01 07:56:00,0.977,0.968,0,0.7526,0,0,0.8840684025334271
user_146,finance,2025-01-01 07:58:00,0.99,0.708,0,0.7483799999999999,0,0,0.7786961294862773
user_220,sales,2025-01-01 08:00:00,0.698,0.635,1,0.7494000000000001,0,0,0.4803194933145672
user_164,engineering,2025-01-01 08:02:00,1.183,0.785,0,0.74992,0,0,0.7891231527093596
user_226,engineering,2025-01-01 08:04:00,1.692,0.718,0,0.74972,0,0,0.708593384940183
user_109,sales,2025-01-01 08:06:00,0.639,0.404,0,0.74444,0,0,0.6941475017593244
user_242,finance,2025-01-01 08:08:00,1.283,0.824,0,0.7414000000000001,0,0,0.794167206192822
user_43,hr,2025-01-01 08:10:00,0.881,0.67,0,0.74602,0,0,0.7750021111893033
user_263,sales,2025-01-01 08:12:00,0.881,0.928,0,0.75192,0,0,0.8782021111893032
user_171,support,2025-01-01 08:14:00,1.91,0.664,0,0.7463799999999999,0,0,0.6639814215341309
user_120,hr,2025-01-01 08:16:00,0.924,0.845,0,0.7516600000000001,0,0,0.840463054187192
user_115,finance,2025-01-01 08:18:00,1.974,1.0,0,0.7552000000000001,0,0,0.7916256157635468
user_75,support,2025-01-01 08:20:00,0.894,0.692,0,0.7551599999999999,0,0,0.7824298381421534
user_23,finance,2025-01-01 08:22:00,1.343,0.8,0,0.75268,0,0,0.7782336382828994
user_243,sales,2025-01-01 08:24:00,1.112,0.63,0,0.7512000000000001,0,0,0.7346178747361014
user_37,engineering,2025-01-01 08:26:00,1.183,1.0,0,0.7599600000000001,0,0,0.8751231527093597
user_212,sales,2025-01-01 08:28:00,0.941,0.784,0,0.7575,0,0,0.8142685432793808
user_99,engineering,2025-01-01 08:30:00,2.463,0.67,0,0.75408,0,0,0.6080070372976777
user_253,engineering,2025-01-01 08:32:00,1.541,1.0,0,0.7540799999999999,0,0,0.837332864180155
user_124,finance,2025-01-01 08:34:00,1.495,0.916,0,0.7562000000000001,0,0,0.8085885995777622
user_2,support,2025-01-01 08:36:00,1.61,0.826,0,0.75726,0,0,0.7604492610837439
user_217,finance,2025-01-01 08:38:00,1.891,0.847,0,0.7643400000000001,0,0,0.739187051372273
user_90,sales,2025-01-01 08:40:00,1.116,0.772,0,0.77256,0,0,0.7909956368754398
user_237,support,2025-01-01 08:42:00,1.384,0.691,0,0.77372,0,0,0.7303057002111188
user_285,finance,2025-01-01 08:44:00,1.296,0.757,0,0.7768,0,0,0.7659949331456721
user_62,engineering,2025-01-01 08:46:00,1.523,1.0,0,0.78038,0,0,0.8392329345531315
user_68,engineering,2025-01-01 08:48:00,1.325,0.987,0,0.78218,0,0,0.8549337086558761
user_271,sales,2025-01-01 08:50:00,1.504,0.778,0,0.7865800000000001,0,0,0.7524385643912739
user_162,engineering,2025-01-01 08:52:00,0.977,0.779,0,0.7893399999999999,0,0,0.8084684025334272
user_258,engineering,2025-01-01 08:54:00,1.266,0.645,0,0.79146,0,0,0.7243617171006334
user_280,engineering,2025-01-01 08:56:00,0.921,0.807,1,0.7894399999999999,0,0,0.5255797325826883
user_81,engineering,2025-01-01 08:58:00,1.983,0.74,0,0.7886799999999999,0,0,0.6866755805770584
user_230,hr,2025-01-01 09:00:00,0.476,0.42,0,0.78172,0,0,0.7177536945812808
user_126,hr,2025-01-01 09:02:00,0.689,0.856,0,0.7859400000000001,0,0,0.8696695285010556
user_266,engineering,2025-01-01 09:04:00,0.56,0.881,0,0.78356,0,0,0.8932866995073891
user_122,hr,2025-01-01 09:06:00,1.525,0.735,0,0.78494,0,0,0.7330218156228008
user_225,support,2025-01-01 09:08:00,0.437,0.323,0,0.78112,0,0,0.6830705137227304
user_146,finance,2025-01-01 09:10:00,1.079,0.803,0,0.78032,0,0,0.8073013370865587
user_139,hr,2025-01-01 09:12:00,0.574,0.967,0,0.78282,0,0,0.9262088669950739
user_163,sales,2025-01-01 09:14:00,1.371,0.819,0,0.78282,0,0,0.7828779732582689
user_41,finance,2025-01-01 09:16:00,1.521,0.949,0,0.78618,0,0,0.8190440534834624
user_77,finance,2025-01-01 09:18:00,1.298,0.856,0,0.78514,0,0,0.8053838142153413
user_196,finance,2025-01-01 09:20:00,0.862,1.0,0,0.7881,0,0,0.9090077410274455
user_109,support,2025-01-01 09:22:00,1.264,0.648,0,0.7875999999999999,0,0,0.7257728360309641
user_212,engineering,2025-01-01 09:24:00,0.977,0.467,0,0.78286,0,0,0.6836684025334272
user_169,sales,2025-01-01 09:26:00,0.974,0.386,0,0.77826,0,0,0.6515850809289232
user_238,engineering,2025-01-01 09:28:00,1.593,0.814,0,0.77896,0,0,0.7574437719915552
user_31,finance,2025-01-01 09:30:00,0.717,0.743,0,0.77616,0,0,0.821513863476425
